CD_IDENTIFICADOR;CD_PRODUTO;CD_LOTE;CD_UNI_PRO;DT_VALIDADE;DS_UNIDADE
716830;178318;78PG2675;165453;30/06/2022;FR500MG
716829;178318;78PB0815;165453;20/02/2022;FR500MG
724698;178318;2035226;165453;30/09/2022;FR500MG
704529;178318;78PB0815;165453;20/02/2022;FR500MG
703943;178318;731222;165453;28/02/2022;FR500MG
703931;178318;731222;165453;28/02/2022;FR500MG
703702;178318;78PB0815;165453;20/02/2022;FR500MG
703497;178318;78PB0815;165453;20/02/2022;FR500MG
704803;178318;78NL4365;165453;30/11/2021;FR500MG
706490;178318;78PB0815;165453;20/02/2022;FR500MG
703719;178318;78PE1866;165453;30/04/2022;FR500MG
699964;178318;2012267;165453;30/04/2022;FR500MG
670031;178318;00001;165453;30/10/2023;FR500MG
756589;178546;CH3784;165687;28/02/2022;FR50MG
819899;8674;1153321;167130;31/01/2023;CAP250MG
819476;8674;*1153321;167130;15/01/2022;CAP250MG
817852;8674;  1152077;167130;26/12/2021;CAP250MG
819471;8674;1153321;167130;31/01/2023;CAP250MG
819470;8674;**1153321;167130;15/01/2022;CAP250MG
817854;8674;  1152077;167130;26/12/2021;CAP250MG
806933;8674;* 1152077;167130;17/12/2021;CAP250MG
806932;8674;* 1152077;167130;17/12/2021;CAP250MG
819436;8674;*1153321;167130;15/01/2022;CAP250MG
806013;8674;1147707;167130;30/10/2022;CAP250MG
805369;8674;1152077;167130;30/11/2022;CAP250MG
799357;8674;1147707;167130;30/10/2022;CAP250MG
800339;8674;1147707;167130;30/10/2022;CAP250MG
806930;8674;* 1152077;167130;17/12/2021;CAP250MG
794891;8674;1142127;167130;30/06/2022;CAP250MG
794478;8674;.142127;167130;18/10/2021;CAP250MG
773298;8674;1142127;167130;30/06/2022;CAP250MG
794195;8674;1142127;167130;30/06/2022;CAP250MG
775237;8674;*1147707;167130;05/11/2021;CAP250MG
794477;8674;.142127;167130;18/10/2021;CAP250MG
774932;8674;1142127;167130;30/06/2022;CAP250MG
783328;8674;1142127;167130;30/06/2022;CAP250MG
775172;8674;*1147707;167130;05/11/2021;CAP250MG
782827;8674;1142127;167130;30/06/2022;CAP250MG
775174;8674;*1147707;167130;05/11/2021;CAP250MG
775647;8674;1147707;167130;31/10/2022;CAP250MG
771749;8674;1142127;167130;30/06/2022;CAP250MG
767181;8674;1132428;167130;30/05/2022;CAP250MG
759520;8674;1126441;167130;30/01/2022;CAP250MG
759519;8674;1132428;167130;30/05/2022;CAP250MG
766355;8674;1132428;167130;30/05/2022;CAP250MG
774236;8674;1142127;167130;30/06/2022;CAP250MG
771190;8674;1132428;167130;30/05/2022;CAP250MG
771610;8674;1132428;167130;30/05/2022;CAP250MG
770615;8674;1142127;167130;30/06/2022;CAP250MG
772093;8674;1142127;167130;30/06/2022;CAP250MG
772092;8674;1132428;167130;30/05/2022;CAP250MG
771912;8674;1142127;167130;30/06/2022;CAP250MG
744777;8674;1126441;167130;30/01/2022;CAP250MG
743211;8674;1126441;167130;30/01/2022;CAP250MG
746853;8674;1126441;167130;30/01/2022;CAP250MG
734718;8674;1126441;167130;30/01/2022;CAP250MG
756850;8674;1132428;167130;30/05/2022;CAP250MG
756825;8674;1132428;167130;30/05/2022;CAP250MG
755644;8674;1129392;167130;01/02/2022;CAP250MG
743945;8674;1126441;167130;30/01/2022;CAP250MG
746317;8674;1126441;167130;30/01/2022;CAP250MG
733471;8674;1126441;167130;01/01/2022;CAP250MG
755493;8674;1132428;167130;30/05/2022;CAP250MG
747467;8674;1126441;167130;30/01/2022;CAP250MG
712269;8674;1117580;167130;30/10/2021;CAP250MG
717365;8674;1126441;167130;30/01/2022;CAP250MG
718649;8674;1126441;167130;30/01/2022;CAP250MG
709963;8674;1129142;167130;30/01/2022;CAP250MG
720776;8674;1126441;167130;30/01/2022;CAP250MG
712105;8674;1117580;167130;30/10/2021;CAP250MG
711649;8674;1117580;167130;30/10/2021;CAP250MG
701571;8674;1117580;167130;31/10/2021;CAP250MG
700458;8674;1117580;167130;01/10/2021;CAP250MG
805841;8104;*1136151;167131;05/01/2022;CAP500MG
805865;8104;*1136151;167131;05/01/2022;CAP500MG
794865;8104;1148936;167131;28/02/2023;CAP500MG
793319;8104;1130865;167131;01/07/2022;CAP500MG
775236;8104;**1130865;167131;06/10/2021;CAP500MG
775171;8104;**1130865;167131;06/10/2021;CAP500MG
762905;8104;1148936;167131;06/02/2023;CAP500MG
767363;8104;1130865;167131;01/07/2022;CAP500MG
766250;8104;.1148936;167131;27/10/2021;CAP500MG
767268;8104;1130865;167131;01/07/2022;CAP500MG
767137;8104;1148936;167131;06/02/2023;CAP500MG
766256;8104;.1148936;167131;27/10/2021;CAP500MG
750291;8104;1129958;167131;30/03/2022;CAP500MG
756818;8104;1127019;167131;01/04/2022;CAP500MG
755657;8104;1127019;167131;30/04/2022;CAP500MG
734927;8104;1129958;167131;01/03/2022;CAP500MG
731923;8104;1129958;167131;01/03/2022;CAP500MG
753241;8104;1127922;167131;01/05/2022;CAP500MG
726267;8104;1118359;167131;28/02/2022;CAP500MG
713101;8104;1110082;167131;01/10/2021;CAP500MG
712835;8104;1110082;167131;01/10/2021;CAP500MG
684852;8104;1115413;167131;30/11/2021;CAP500MG
684778;8104;1115413;167131;30/11/2021;CAP500MG
694065;8104;1111297;167131;09/11/2021;CAP500MG
694448;8104;1111297;167131;09/11/2021;CAP500MG
683810;8104;1110088;167131;30/10/2021;CAP500MG
767592;187622;20D0174;175117;30/04/2023;FR100MG
727227;187622; 19G0202;175117;30/07/2022;FR100MG
745547;187622;19K0080;175117;30/11/2022;FR100MG
745546;187622;19G0202;175117;05/07/2022;FR100MG
756745;187622; 19G0202;175117;30/07/2022;FR100MG
756569;187622;19G0202;175117;05/07/2022;FR100MG
727679;187622; 19G0202;175117;30/07/2022;FR100MG
744376;187622;19G0202;175117;05/07/2022;FR100MG
744375;187622;19K0080;175117;30/11/2022;FR100MG
827706;176464;123;163542;30/12/2022;TB3.5GR
711987;181384;2000554;168652;28/02/2022;UNIDADE
712252;181384;000000;168652;30/08/2022;UNIDADE
712251;181384;2000554;168652;28/02/2022;UNIDADE
712163;181384;2000415;168652;28/02/2022;UNIDADE
712160;181384;0000;168652;28/02/2022;UNIDADE
712159;181384;2000554;168652;28/02/2022;UNIDADE
711537;181384;2000415;168652;28/02/2022;UNIDADE
796059;187205;9RA07860;174679;30/10/2021;CP 1G
793321;187205;9RA07860;174679;30/10/2021;CP 1G
801623;194726; 734486;182455;30/11/2022;BL600MG
827845;194726;740000;182455;31/12/2022;BL600MG
827880;194726;740000;182455;31/12/2022;BL600MG
805122;194726;734486;182455;30/11/2022;BL600MG
804332;194726;732429;182455;30/11/2022;BL600MG
802731;194726;734486;182455;30/10/2022;BL600MG
802730;194726;732429;182455;30/11/2022;BL600MG
801604;194726;734486;182455;30/10/2022;BL600MG
801612;194726;734486;182455;30/10/2022;BL600MG
805301;194726;734486;182455;30/11/2022;BL600MG
802733;194726;732429;182455;30/11/2022;BL600MG
802732;194726;734486;182455;30/10/2022;BL600MG
801624;194726; 734486;182455;30/11/2022;BL600MG
801622;194726;734486;182455;30/10/2022;BL600MG
783078;194726;732429;182455;30/11/2022;BL600MG
795719;194726;731783;182455;30/11/2022;BL600MG
795713;194726;732429;182455;30/11/2022;BL600MG
775287;194726;731783;182455;30/11/2022;BL600MG
824185;176190;0000000;163261;20/04/2025;CAIXA
787719;176190;00001;163261;30/10/2022;CAIXA
717807;176190;16102020;163261;16/10/2023;CAIXA
713722;176190;123455;163261;30/05/2022;CAIXA
717439;176190;210017;163261;30/06/2029;CAIXA
686810;176190;000000;163261;30/10/2024;CAIXA
650367;176190;23701;163261;30/12/2099;CAIXA
821208;194467;1122046001;182185;01/05/2022;FR200ML
821156;194467;1157046001;182185;01/06/2022;FR200ML
773850;194467;1157046001;182185;01/06/2022;FR200ML
769200;194467;1122046001;182185;01/05/2022;FR200ML
821163;194468;1122046001;182187;01/05/2022;FR200ML
821139;194468;1157046001;182187;01/06/2022;FR200ML
829779;195779;2107036;183550;28/02/2023;FR250MG
824388;195779;2107036;183550;28/02/2023;FR250MG
827981;195779;2107036;183550;28/02/2023;FR250MG
826389;195779;6639199;183550;30/06/2023;FR250MG
795412;175594;190695;162638;30/03/2022;CP20MG
767154;175594;200325;162638;13/12/2022;CP20MG
701630;175594;200325;162638;13/12/2022;CP20MG
700805;175594;200325;162638;13/12/2022;CP20MG
665060;175594;190695;162638;30/03/2022;CP20MG
778366;194768;KT07V29;182498;30/10/2024;AMP1000MG
713236;172801;116959;159740;28/02/2022;FR350ML
736896;182385;20010544;169782;31/01/2023;FR100MG
736121;182385;20030295;169782;31/03/2023;FR100MG
733923;182385;6666666;169782;15/06/2023;FR100MG
735817;182385;20010541;169782;31/01/2023;FR100MG
728405;182385;20030295;169782;31/03/2023;FR100MG
709415;182385;20050595;169782;30/05/2023;FR100MG
713942;182385;20030295;169782;31/03/2023;FR100MG
714435;182385;19110385;169782;30/11/2022;FR100MG
714434;182385;20050296;169782;30/05/2023;FR100MG
714433;182385;20020181;169782;28/02/2023;FR100MG
714416;182385;20030295;169782;31/03/2023;FR100MG
714415;182385;19110385;169782;30/11/2022;FR100MG
714414;182385;20020181;169782;28/02/2023;FR100MG
710961;182385;20050296;169782;30/05/2023;FR100MG
707691;182385;20050296;169782;30/05/2023;FR100MG
712046;182385;20030300;169782;30/03/2023;FR100MG
712217;182385;20030295;169782;31/03/2023;FR100MG
712216;182385;20020887;169782;28/02/2023;FR100MG
714451;182385;20010541;169782;31/01/2023;FR100MG
717033;182385;20030295;169782;31/03/2023;FR100MG
717032;182385;20050296;169782;30/05/2023;FR100MG
717031;182385;20020181;169782;28/02/2023;FR100MG
710924;182385;20010544;169782;31/01/2023;FR100MG
708837;182385;20050296;169782;30/05/2023;FR100MG
708783;182385;20020181;169782;28/02/2023;FR100MG
717026;182385;20030295;169782;31/03/2023;FR100MG
685907;182385;20020181;169782;28/02/2023;FR100MG
689898;182385;20020244;169782;28/02/2023;FR100MG
706086;182385;20030300;169782;30/03/2023;FR100MG
683399;182385;19120405;169782;30/12/2022;FR100MG
678270;182385;19100653;169782;30/10/2022;FR100MG
692534;182385;19110374;169782;30/11/2022;FR100MG
692529;182385;19100337;169782;31/10/2022;FR100MG
683850;182385;19120624;169782;30/12/2022;FR100MG
688550;182385;20030300;169782;01/03/2023;FR100MG
684140;182385;19120189;169782;30/12/2022;FR100MG
684139;182385;19110385;169782;30/11/2022;FR100MG
684138;182385;19120624;169782;30/12/2022;FR100MG
678781;182385;19110361;169782;30/11/2022;FR100MG
683019;182385;19110374;169782;30/11/2022;FR100MG
683853;182385;19120624;169782;30/12/2022;FR100MG
684646;182385;20010541;169782;30/01/2023;FR100MG
685655;182385;20020181;169782;28/02/2023;FR100MG
682552;182385;19120189;169782;30/12/2022;FR100MG
681892;182385;19110385;169782;30/11/2022;FR100MG
682458;182385;19110751;169782;30/11/2022;FR100MG
677960;182385;19100337;169782;31/10/2022;FR100MG
684058;182385;20010147;169782;31/01/2023;FR100MG
681592;182385;19110385;169782;30/11/2022;FR100MG
684552;182385;20010541;169782;31/01/2023;FR100MG
683086;182385;19120193;169782;31/12/2022;FR100MG
684197;182385;20010109;169782;30/01/2023;FR100MG
685099;182385;19110385;169782;30/11/2022;FR100MG
679773;182385;19110346;169782;30/11/2022;FR100MG
688489;182385;20030300;169782;01/03/2023;FR100MG
677959;182385;19090424;169782;30/09/2022;FR100MG
688593;182385;20030300;169782;30/03/2023;FR100MG
688087;182385;20020181;169782;28/02/2023;FR100MG
685758;182385;20020181;169782;28/02/2023;FR100MG
688598;182385;20030300;169782;30/03/2023;FR100MG
685223;182385;20010544;169782;30/01/2023;FR100MG
684238;182385;20010109;169782;30/01/2023;FR100MG
684237;182385;19110751;169782;30/11/2022;FR100MG
684236;182385;19110385;169782;30/11/2022;FR100MG
684235;182385;19120396;169782;30/12/2022;FR100MG
688041;182385;20010544;169782;31/01/2023;FR100MG
685039;182385;20010546;169782;30/01/2023;FR100MG
688195;182385;20030295;169782;31/03/2023;FR100MG
687834;182385;20020175;169782;28/02/2023;FR100MG
685029;182385;20010544;169782;30/01/2023;FR100MG
679294;182385;19110332;169782;30/11/2022;FR100MG
703253;182385;20020244;169782;28/02/2023;FR100MG
703251;182385;20030295;169782;31/03/2023;FR100MG
703249;182385;20030300;169782;31/03/2023;FR100MG
703243;182385;20010544;169782;31/01/2023;FR100MG
703242;182385;20020181;169782;28/02/2023;FR100MG
696055;182385;20030300;169782;31/03/2023;FR100MG
696051;182385;20010544;169782;31/01/2023;FR100MG
687735;182385;20020244;169782;28/02/2023;FR100MG
681597;182385;19110389;169782;30/11/2022;FR100MG
705329;182385;20030285;169782;30/03/2023;FR100MG
698521;182385;20030285;169782;30/03/2023;FR100MG
683155;182385;19120396;169782;30/12/2022;FR100MG
694961;182385;20020244;169782;28/02/2023;FR100MG
688111;182385;20030300;169782;31/03/2023;FR100MG
688110;182385;20020887;169782;28/02/2023;FR100MG
687355;182385;20020181;169782;28/02/2023;FR100MG
687278;182385;19090424;169782;30/09/2022;FR100MG
693142;182385;20010544;169782;30/01/2023;FR100MG
693141;182385;20020175;169782;28/02/2023;FR100MG
693089;182385;20020244;169782;28/02/2023;FR100MG
685588;182385;20020181;169782;28/02/2023;FR100MG
683424;182385;19120405;169782;31/12/2022;FR100MG
680819;182385;19110374;169782;30/11/2022;FR100MG
680671;182385;19090424;169782;30/09/2022;FR100MG
685899;182385;20020181;169782;28/02/2023;FR100MG
685898;182385;20020181;169782;28/02/2023;FR100MG
690543;182385;20020244;169782;28/02/2023;FR100MG
690541;182385;20030295;169782;31/03/2023;FR100MG
690538;182385;19120405;169782;31/12/2022;FR100MG
690536;182385;20020181;169782;28/02/2023;FR100MG
690535;182385;20010544;169782;31/01/2023;FR100MG
682551;182385;19120189;169782;30/12/2022;FR100MG
697736;182385;20030300;169782;31/03/2023;FR100MG
697731;182385;20010544;169782;31/01/2023;FR100MG
698439;182385;20030300;169782;30/03/2023;FR100MG
697007;182385;20030300;169782;30/03/2023;FR100MG
700399;182385;20010544;169782;30/01/2023;FR100MG
806731;178169;523392.;165288;18/12/2021;CAPSULA
826887;178169;524898;165288;22/01/2022;CAPSULA
826922;178169;524898;165288;22/01/2022;CAPSULA
708212;178169;3335566;165288;16/09/2023;CAPSULA
701909;178169;ARA01321;165288;31/10/2022;CAPSULA
823763;179214;523609;166399;24/12/2021;FR100ML
745669;187616;20E0624;175110;30/05/2022;FR500MG
756608;187616;20C0876;175110;30/03/2022;FR500MG
756565;187616;20E0624;175110;30/05/2022;FR500MG
727670;187616;20C0876;175110;30/03/2022;FR500MG
757321;187616;20C0876;175110;30/03/2022;FR500MG
757319;187616;19K0490;175110;30/11/2021;FR500MG
757316;187616;20E0624;175110;30/05/2022;FR500MG
744416;177526;B3036B07;164624;19/08/2022;FR4ML
702904;184544;1035778;171932;30/06/2029;TB10GR
796140;184563; 2D1737;171952;30/04/2023;FR30ML
819432;184563;W6741;171952;31/10/2022;FR30ML
819430;184563;1W6741;171952;31/10/2022;FR30ML
809022;184563;1W6741;171952;30/10/2022;FR30ML
828375;184563;1W6741;171952;31/10/2022;FR30ML
819435;184563;1W6741;171952;31/10/2022;FR30ML
821122;184563;1W6741;171952;31/10/2022;FR30ML
826724;184563;1W6740;171952;30/10/2022;FR30ML
826723;184563;1W6741;171952;31/10/2022;FR30ML
806884;184563; 2D1737;171952;30/04/2023;FR30ML
820984;184563;1W6741;171952;31/10/2022;FR30ML
817079;184563;1W6741;171952;31/10/2022;FR30ML
823758;184563;1W6741;171952;31/10/2022;FR30ML
808350;184563; 2D1737;171952;30/04/2023;FR30ML
796138;184563; 2D1737;171952;30/04/2023;FR30ML
799660;184563;1W6740;171952;30/10/2022;FR30ML
799547;184563;1Q7296;171952;30/05/2022;FR30ML
807189;184563;1W6741;171952;30/10/2022;FR30ML
794652;184563;IQ7296;171952;31/05/2022;FR30ML
792872;184563;1W8883;171952;31/10/2022;FR30ML
792355;184563;1W8884;171952;30/10/2022;FR30ML
792216;184563;1W6740;171952;30/10/2022;FR30ML
792215;184563;1V5431;171952;30/09/2022;FR30ML
781544;184563;1W8882;171952;30/10/2022;FR30ML
781324;184563;1W8884;171952;30/10/2022;FR30ML
789142;184563;1W8884;171952;30/10/2022;FR30ML
789141;184563;IQ7296;171952;31/05/2022;FR30ML
786184;184563;1Q7296;171952;30/05/2022;FR30ML
779423;184563;1W6740;171952;30/10/2022;FR30ML
790917;184563;1W6739;171952;31/10/2022;FR30ML
785206;184563;1W8884;171952;30/10/2022;FR30ML
764463;184563;1W6740;171952;30/10/2022;FR30ML
764634;184563;1234561;171952;01/02/2022;FR30ML
759445;184563;1W6740;171952;30/10/2022;FR30ML
759441;184563;1V5433;171952;30/09/2022;FR30ML
768934;184563;1V8883;171952;30/10/2022;FR30ML
768933;184563;1V5433;171952;30/09/2022;FR30ML
770624;184563;1W6739;171952;31/10/2022;FR30ML
766834;184563;1V5431;171952;30/09/2022;FR30ML
772481;184563;1V5433;171952;30/09/2022;FR30ML
772480;184563;1V8883;171952;30/10/2022;FR30ML
772479;184563;1V5431;171952;30/09/2022;FR30ML
772077;184563;2D1737;171952;16/04/2023;FR30ML
771011;184563;1W6740;171952;30/10/2022;FR30ML
761880;184563;1W6740;171952;30/10/2022;FR30ML
768931;184563;1V8883;171952;30/10/2022;FR30ML
768930;184563;1V5433;171952;30/09/2022;FR30ML
771410;184563;1W6739;171952;31/10/2022;FR30ML
770354;184563;1W6740;171952;30/10/2022;FR30ML
742466;184563;1W8883;171952;30/10/2022;FR30ML
744959;184563;1W8884;171952;30/10/2022;FR30ML
743439;184563;1V5434;171952;30/09/2022;FR30ML
743438;184563;1W8882;171952;30/10/2022;FR30ML
743532;184563;1W8883;171952;30/10/2022;FR30ML
746209;184563;1V5433;171952;30/09/2022;FR30ML
743627;184563;1V5434;171952;30/09/2022;FR30ML
726472;184563;1V5429;171952;30/09/2022;FR30ML
751636;184563;1V5433;171952;30/09/2022;FR30ML
742417;184563;1V5430;171952;30/09/2022;FR30ML
738393;184563;1V7510;171952;30/08/2022;FR30ML
750309;184563;1W6740;171952;30/10/2022;FR30ML
747355;184563;1W8884;171952;30/10/2022;FR30ML
730775;184563;1V5430;171952;30/09/2022;FR30ML
729241;184563;1V5430;171952;30/09/2022;FR30ML
757900;184563;1W6740;171952;30/10/2022;FR30ML
747409;184563;1W8884;171952;30/10/2022;FR30ML
743728;184563;1W8883;171952;30/10/2022;FR30ML
744095;184563;1V5433;171952;30/09/2022;FR30ML
737946;184563;1V5428;171952;30/09/2022;FR30ML
752556;184563;1W6740;171952;30/10/2022;FR30ML
728157;184563;1V5430;171952;30/09/2022;FR30ML
736308;184563;1Q7296;171952;30/05/2022;FR30ML
736307;184563;1V5428;171952;30/09/2022;FR30ML
738689;184563;IQ7296;171952;31/05/2022;FR30ML
737578;184563;1V5429;171952;30/09/2022;FR30ML
734032;184563;1V5430;171952;30/09/2022;FR30ML
733912;184563;1V7510;171952;30/08/2022;FR30ML
738520;184563;1J9931;171952;31/12/2021;FR30ML
731537;184563;1Q7296;171952;30/05/2022;FR30ML
742050;184563;0;171952;28/02/2022;FR30ML
739585;184563;1V5429;171952;30/09/2022;FR30ML
741522;184563;1V5430;171952;30/09/2022;FR30ML
751649;184563;1W8884;171952;30/10/2022;FR30ML
743700;184563;1V5434;171952;30/09/2022;FR30ML
743677;184563;1V5434;171952;30/09/2022;FR30ML
741286;184563;1Q7296;171952;30/05/2022;FR30ML
741285;184563;1V5428;171952;30/09/2022;FR30ML
750346;184563;1V5432;171952;30/09/2022;FR30ML
744159;184563;1W8882;171952;30/10/2022;FR30ML
751956;184563;1W8883;171952;30/10/2022;FR30ML
751946;184563;1Q7296;171952;30/05/2022;FR30ML
751925;184563;1V5433;171952;30/09/2022;FR30ML
751924;184563;1V5434;171952;30/09/2022;FR30ML
751912;184563;1V5428;171952;30/09/2022;FR30ML
751911;184563;1V5430;171952;30/09/2022;FR30ML
718846;184563;1K4945;171952;31/01/2022;FR30ML
718845;184563;1Q7296;171952;30/05/2022;FR30ML
711040;184563;IQ7296;171952;31/05/2022;FR30ML
712743;184563;1Q7296;171952;30/05/2022;FR30ML
712740;184563;1K4946;171952;31/01/2022;FR30ML
718745;184563;1V5428;171952;30/09/2022;FR30ML
718744;184563;1K4946;171952;31/01/2022;FR30ML
724353;184563;1Q7296;171952;30/05/2022;FR30ML
721774;184563;1V5430;171952;30/09/2022;FR30ML
720492;184563;1V5429;171952;30/09/2022;FR30ML
718549;184563;1V5430;171952;30/09/2022;FR30ML
718367;184563;1V5429;171952;30/09/2022;FR30ML
715704;184563;1Q7296;171952;30/05/2022;FR30ML
715530;184563;1V5428;171952;30/09/2022;FR30ML
709638;184563;1V7510;171952;30/08/2022;FR30ML
713215;184563;1V5428;171952;30/09/2022;FR30ML
707604;184563;1Q7296;171952;30/05/2022;FR30ML
720296;184563;1V5430;171952;30/09/2022;FR30ML
723382;184563;1V7510;171952;30/08/2022;FR30ML
725365;184563;1V5430;171952;30/09/2022;FR30ML
725351;184563;1V5428;171952;30/09/2022;FR30ML
685727;184563;1K4946;171952;31/01/2022;FR30ML
706442;184563;1Q7296;171952;31/05/2022;FR30ML
703913;184563;1K4945;171952;31/01/2022;FR30ML
684201;184563;1I6295;171952;30/10/2021;FR30ML
684662;184563;1K4945;171952;31/01/2022;FR30ML
684469;184563;1K4945;171952;31/01/2022;FR30ML
687026;184563;1K4946;171952;31/01/2022;FR30ML
705820;184563;IQ7296;171952;31/05/2022;FR30ML
689209;184563;1J9931;171952;31/12/2021;FR30ML
698287;184563;1Q7296;171952;30/05/2022;FR30ML
770055;180058;1134181;167274;30/10/2021;CP100MG
772191;180058;1141170;167274;31/05/2022;CP100MG
768254;193503;1;181166;30/01/2023;UNIDADE
801588;174327;T016916;161328;30/04/2022;FR1,5G
801587;174327;T015242;161328;28/02/2022;FR1,5G
792207;174327;T016916;161328;30/04/2022;FR1,5G
769965;174327;T015242;161328;28/02/2022;FR1,5G
769964;174327;T016916;161328;30/04/2022;FR1,5G
769963;174327;S038430;161328;30/12/2021;FR1,5G
735064;174327;T020626;161328;30/04/2022;FR1,5G
742469;174327;T020626;161328;30/04/2022;FR1,5G
726164;174327;T020626;161328;30/04/2022;FR1,5G
738343;174327;T020626;161328;30/04/2022;FR1,5G
734959;174327;T020626;161328;30/04/2022;FR1,5G
758060;174327;S034855;161328;31/12/2021;FR1,5G
744830;174327;T020626;161328;30/04/2022;FR1,5G
714600;174327;S038430;161328;30/12/2021;FR1,5G
715426;174327;S036243;161328;30/12/2021;FR1,5G
718376;174327;T016916;161328;30/04/2022;FR1,5G
720393;174327;T016916;161328;30/04/2022;FR1,5G
725234;174327;T016916;161328;30/04/2022;FR1,5G
711071;174327;T008757;161328;28/02/2022;FR1,5G
711069;174327;T016916;161328;30/04/2022;FR1,5G
717854;174327;T016916;161328;30/04/2022;FR1,5G
708613;174327;T015242;161328;28/02/2022;FR1,5G
722668;174327;T016916;161328;30/04/2022;FR1,5G
715428;174327;S036243;161328;30/12/2021;FR1,5G
689072;174327;S036243;161328;30/12/2021;FR1,5G
698996;174327;T003349;161328;28/02/2022;FR1,5G
704902;174327;T003349;161328;28/02/2022;FR1,5G
685120;174327;S034855;161328;31/12/2021;FR1,5G
703109;174327;S034855;161328;31/12/2021;FR1,5G
689160;174327;S036243;161328;30/12/2021;FR1,5G
685246;174327;S034855;161328;31/12/2021;FR1,5G
700959;173205;20A0193;160163;31/01/2022;CP75MCG
803710;186322;2B0324;173762;31/12/2022;CAPSULA
803690;186322;1T1742;173762;30/05/2022;CAPSULA
803622;186322;2B0324;173762;31/12/2022;CAPSULA
803621;186322;1T1742;173762;30/05/2022;CAPSULA
803620;186322;1U7844;173762;30/06/2022;CAPSULA
805809;186322;1U7844;173762;30/06/2022;CAPSULA
777210;195064;21010272;182804;30/01/2023;TB3.5GR
822138;182424;33333333;169732;15/06/2022;AMP4MG
801354;182424;20080772;169732;30/08/2022;AMP4MG
821952;182424;20030417;169732;28/02/2022;AMP4MG
809416;182424;20080772;169732;30/08/2022;AMP4MG
821764;182424;20030581;169732;30/03/2022;AMP4MG
821593;182424;20080772;169732;30/08/2022;AMP4MG
822695;182424;20080722;169732;30/08/2022;AMP4MG
828085;182424;0;169732;01/01/2022;AMP4MG
811989;182424;506070;169732;12/02/2022;AMP4MG
805347;182424;20080772;169732;30/08/2022;AMP4MG
805343;182424;20080772;169732;30/08/2022;AMP4MG
805341;182424;00;169732;28/02/2022;AMP4MG
805340;182424;ARA04009V;169732;30/07/2022;AMP4MG
805338;182424;20030581;169732;30/03/2022;AMP4MG
805333;182424;123456;169732;01/02/2022;AMP4MG
805331;182424;20080722;169732;30/08/2022;AMP4MG
805330;182424;20030417;169732;28/02/2022;AMP4MG
803424;182424;708090;169732;10/10/2022;AMP4MG
812024;182424;20080772;169732;30/08/2022;AMP4MG
807834;182424;20080772;169732;30/08/2022;AMP4MG
777492;182424;20080722;169732;30/08/2022;AMP4MG
792731;182424;20080772;169732;30/08/2022;AMP4MG
789799;182424;20080772;169732;30/08/2022;AMP4MG
764630;182424;20080772;169732;30/08/2022;AMP4MG
770118;182424;20080722;169732;30/08/2022;AMP4MG
766240;182424;20080772;169732;30/08/2022;AMP4MG
760868;182424;123456;169732;01/02/2022;AMP4MG
766539;182424;20080772;169732;30/08/2022;AMP4MG
766571;182424;20080772;169732;30/08/2022;AMP4MG
767675;182424;20080772;169732;30/08/2022;AMP4MG
771626;182424;20080772;169732;30/08/2022;AMP4MG
735021;182424;20080772;169732;30/08/2022;AMP4MG
748943;182424;20080772;169732;30/08/2022;AMP4MG
747369;182424;20080772;169732;30/08/2022;AMP4MG
727217;182424;20030417;169732;28/02/2022;AMP4MG
749977;182424;20080772;169732;30/08/2022;AMP4MG
735063;182424;20080772;169732;30/08/2022;AMP4MG
734952;182424;20030417;169732;28/02/2022;AMP4MG
728206;182424;33333333;169732;15/06/2022;AMP4MG
725714;182424;20080759;169732;30/08/2022;AMP4MG
737460;182424;20030417;169732;28/02/2022;AMP4MG
737459;182424;20080772;169732;30/08/2022;AMP4MG
738595;182424;20030417;169732;28/02/2022;AMP4MG
742267;182424;00;169732;28/02/2022;AMP4MG
720293;182424;20030581;169732;30/03/2022;AMP4MG
710763;182424;20030581;169732;30/03/2022;AMP4MG
719854;182424;20030581;169732;30/03/2022;AMP4MG
719853;182424;20030581;169732;30/03/2022;AMP4MG
719852;182424;20030581;169732;30/03/2022;AMP4MG
697920;182424;20030417;169732;28/02/2022;AMP4MG
816502;182432;21211524A2;169741;24/05/2024;FR500MG
816932;182432;21211524A2;169741;24/05/2024;FR500MG
807200;182432;21211528A2;169741;31/05/2024;FR500MG
806667;182432;21211524A2;169741;24/05/2024;FR500MG
823356;182432;21211524A2;169741;24/05/2024;FR500MG
826896;182432;21211524A2;169741;24/05/2024;FR500MG
798712;182432;21132587A2;169741;30/03/2024;FR500MG
816830;182432;21211524A2;169741;24/05/2024;FR500MG
828586;182432;21211524A2;169741;24/05/2024;FR500MG
804654;182432;21211524A2;169741;24/05/2024;FR500MG
827978;182432;20507156A3;169741;30/12/2023;FR500MG
804984;182432;21211524A2;169741;24/05/2024;FR500MG
804766;182432;21211524A2;169741;24/05/2024;FR500MG
820967;182432;21211524A2;169741;24/05/2024;FR500MG
805365;182432;21211524A2;169741;24/05/2024;FR500MG
807198;182432;21211528A2;169741;31/05/2024;FR500MG
807847;182432;21211528A2;169741;31/05/2024;FR500MG
826473;182432;21211524A2;169741;24/05/2024;FR500MG
823427;182432;21211524A2;169741;24/05/2024;FR500MG
